,thscode,ths_fund_code_fund,ths_fund_short_name_fund,ths_fund_supervisor_fund,ths_fund_manager_current_fund,ths_invest_type_second_classi_fund,ths_mergesize_fund,ths_portfolio_duration_fund,ths_jjzhjq_mkl_fund,ths_jjggbl_fund,ACEtype,Fundtype
4735,016191.OF,016191,永赢安悦60天持有期中短债债券A,永赢基金,卢绮婷,短期纯债券型基金,1014956780.79,1.9713313588364,1.9706642949718,125.31756148079,A,纯债基金
4742,016208.OF,016208,华泰柏瑞锦汇债券,华泰柏瑞基金,何子建,中长期纯债券型基金,1001913499.38,0.022939394044904,0.022939394044904,100.03660334852,,纯债基金
4745,016212.OF,016212,中银证券安添3个月定开债券A,中银证券,"曹张琪,王玉玺",中长期纯债券型基金,528652398.93,1.3330206308052,1.3329310076278,129.76258904499,A,纯债基金
4747,016235.OF,016235,浦银安盛普诚纯债债券A,浦银安盛基金,"陶祺,章潇枫",中长期纯债券型基金,6153407591.25,1.2659355160886,1.2658705130555,100.0203983372,A,纯债基金
4752,016247.OF,016247,天弘裕享一年定开债券发起,天弘基金,潘昱杉,中长期纯债券型基金,1027744191.69,1.380084506122,2.0923927411701,122.37505634081,,纯债基金
4757,016296.OF,016296,英大通佑一年定开债券,英大基金,"吕一楠,韩坪,易祺坤",混合债券型基金(一级),8155610288.2,2.9395574783392,2.939337872575,119.36124432324,,纯债基金
4784,016396.OF,016396,交银稳益短债债券A,交银施罗德,黄莹洁,短期纯债券型基金,4217418384.49,0.77461679222363,0.772885342448,115.52475991706,A,纯债基金
4794,016411.OF,016411,招商添文1年定开债发起式,招商基金,李家辉,中长期纯债券型基金,1523073260.48,0.94942594041794,2.1698544571641,124.93157588561,,纯债基金
4807,016426.OF,016426,国泰信瑞纯债债券,国泰基金,"刘嵩扬,索峰,胡智磊",中长期纯债券型基金,2900883923.83,0.083541574144715,0.083541574144715,100.06225193863,,纯债基金
4808,016427.OF,016427,汇添富丰利短债D,汇添富基金,"郑文旭,胡娜",短期纯债券型基金,3548156251.13,0.56950486315984,0.56828934372211,110.5738102788,,纯债基金
4811,016432.OF,016432,财通资管睿兴债券A,财通证券资管,李杰,中长期纯债券型基金,15062600.83,,,100.07247666006,A,纯债基金
4828,016483.OF,016483,国泰利盈60天滚动持有中短债A,国泰基金,陶然,短期纯债券型基金,2596226318.54,0.71226380660178,1.2940720583649,100.04514795153,A,纯债基金
4830,016497.OF,016497,建信鑫享短债债券D,建信基金,"李星佑,吴沛文",短期纯债券型基金,1634914597.64,0.50352031719158,0.50202028446027,128.71456055856,,纯债基金
4832,016510.OF,016510,嘉实年年红一年持有债券发起式A,嘉实基金,轩璇,混合债券型基金(一级),267941067.69,0.98134267036178,1.8235966957102,113.14403738987,A,纯债基金
4837,016526.OF,016526,招商鑫诚短债A,招商基金,李家辉,短期纯债券型基金,641064113.62,0.66699802407756,0.66624986401426,101.2050898757,A,纯债基金
4849,016585.OF,016585,富国汇泽一年定期开放债券A,富国基金,"吕春杰,李金柳",中长期纯债券型基金,6067728653.64,1.6955335156661,1.6954203631566,132.81027110854,A,纯债基金
4860,016609.OF,016609,鹏华丰启债券,鹏华基金,方昶,中长期纯债券型基金,1620785377.22,1.4461499597578,1.4460187250268,116.58315395225,,纯债基金
4865,016614.OF,016614,中欧尊悦一年定开债券发起,中欧基金,LI TONG,中长期纯债券型基金,3047427923.87,1.5468017569348,1.5459639367598,135.85672301881,,纯债基金
4888,016674.OF,016674,永赢安泰中短债A,永赢基金,卢绮婷,短期纯债券型基金,565591326.2,0.56116646882663,1.2692262095298,123.4975296055,A,纯债基金
4893,016689.OF,016689,中银淳享一年定开债券发起式,中银基金,"李宪,易芳菲",中长期纯债券型基金,2056262494.31,2.0340970372027,5.1304740740182,136.38080539717,,纯债基金
4898,016695.OF,016695,天弘招利短债A,天弘基金,"程仕湘,刘莹",短期纯债券型基金,2193942399.84,0.45733400449824,0.45626771048847,114.97286358675,A,纯债基金
4927,016790.OF,016790,招商鑫利中短债债券A,招商基金,李家辉,短期纯债券型基金,806575054.55,0.85972018707286,1.4662040550952,104.49159143289,A,纯债基金
4930,016793.OF,016793,大成惠昭一年定开债券发起式,大成基金,曾婷婷,中长期纯债券型基金,2549491273.63,1.7646366364023,2.5073944676052,132.1007698322,,纯债基金
4935,016799.OF,016799,建信鑫和30天持有期债券A,建信基金,"吴沛文,彭紫云",中长期纯债券型基金,1612557155.82,1.0736714179084,2.5147419467426,123.49535069083,A,纯债基金
4945,016812.OF,016812,长信稳航30天持有中短债债券A,长信基金,"邹依恩,杜国昊",短期纯债券型基金,2630856078.83,0.41030090958443,1.529363794891,107.24982507043,A,纯债基金
4947,016816.OF,016816,兴业120天滚动持有债券A,兴业基金,刘禹含,中长期纯债券型基金,658783076.26,0.98826825957446,0.98719627854278,118.41422973533,A,纯债基金
4961,016871.OF,016871,华富吉富30天滚动持有中短债A,华富基金,倪莉莎,短期纯债券型基金,153581502.33,0.66787807546565,0.66224022530572,127.64023913426,A,纯债基金
4963,016875.OF,016875,交银稳安30天滚动持有债券A,交银施罗德,黄莹洁,中长期纯债券型基金,70423510.01,0.81954148435096,0.81926453298406,142.21602305221,A,纯债基金
4971,016885.OF,016885,山西证券裕泽债券发起式A,山西证券,"刘凌云,缪佳",中长期纯债券型基金,64837796.47,0.15474249164953,0.15209937349293,100.16685344952,A,纯债基金
4978,016914.OF,016914,博时富泽金融债,博时基金,陈黎,中长期纯债券型基金,1523065000.51,2.1831284709003,2.1824136845457,119.68945501995,,纯债基金
4980,016925.OF,016925,华夏鼎辉债券A,华夏基金,吴彬,中长期纯债券型基金,2217118612.04,2.2771308362469,3.1618112191416,130.80712700172,A,纯债基金
4982,016928.OF,016928,万家鑫怡债券A,万家基金,周潜玮,中长期纯债券型基金,6323248265.25,2.2292996213313,2.2292217510024,100.03406309257,A,纯债基金
4991,016947.OF,016947,国泰利安中短债债券A,国泰基金,陶然,短期纯债券型基金,3080110973.8,0.60321389764146,1.3190966621896,100.05638101694,A,纯债基金
4993,016951.OF,016951,鹏华丰顺债券,鹏华基金,杜培俊,中长期纯债券型基金,1300098145.27,,,,,纯债基金
4994,016955.OF,016955,国联恒润纯债A,国联基金,石霄蒙,中长期纯债券型基金,1502853442.83,2.5939273323999,2.5937494674454,111.21465817469,A,纯债基金
5006,017006.OF,017006,永赢月月享30天持有期短债A,永赢基金,"王宇超,杨凡颖",短期纯债券型基金,229594080.92,0.89450846814925,1.1378369955403,100.07690177347,A,纯债基金
5012,017024.OF,017024,天弘通享债券发起A,天弘基金,潘昱杉,中长期纯债券型基金,1112740551.83,1.0588037674734,1.0588874046631,121.32193154278,A,纯债基金
5036,017129.OF,017129,嘉实致泰一年定开纯债债券发起式,嘉实基金,轩璇,中长期纯债券型基金,6126449367.09,2.0703495537574,5.2253134249393,130.92299465326,,纯债基金
5040,017137.OF,017137,长盛盛逸9个月持有期债券A,长盛基金,王贵君,混合债券型基金(一级),1963523773.85,1.8540917650131,1.8522523166017,136.59140486755,A,纯债基金
5055,017201.OF,017201,山西证券丰盈180天滚动持有中短债A,山西证券,"刘凌云,缪佳",短期纯债券型基金,637035079.16,0.19488412329182,0.54082199841285,137.03090376609,A,纯债基金
5063,017305.OF,017305,国寿安保超短债债券A,国寿安保基金,丁宇佳,短期纯债券型基金,68335062.26,0.9935425645407,1.084432532525,100.17371603402,A,纯债基金
5065,017307.OF,017307,招商鑫嘉中短债债券A,招商基金,李家辉,短期纯债券型基金,51798759.16,1.8634332227697,1.863273837038,100.58398815899,A,纯债基金
5070,017314.OF,017314,国泰利享安益短债债券A,国泰基金,"陈育洁,丁士恒",短期纯债券型基金,2275822282.69,0.42566828916589,0.75179776386109,114.3031542808,A,纯债基金
5072,017328.OF,017328,永赢季季享90天持有期中短债债券A,永赢基金,"卢绮婷,章成",短期纯债券型基金,743250950.52,1.9001615881033,2.5353659078731,126.56190054542,A,纯债基金
5076,017428.OF,017428,国泰鑫裕纯债债券,国泰基金,索峰,中长期纯债券型基金,6060820912.6,2.0102338434436,2.0103669194189,116.57174989253,,纯债基金
5077,017432.OF,017432,交银稳安60天滚动持有债券A,交银施罗德,姬静,中长期纯债券型基金,61127896.82,1.9237458012031,1.9236340925624,132.97038461727,A,纯债基金
5079,017438.OF,017438,博时安悦短债A,博时基金,黄海峰,短期纯债券型基金,1123273814.75,0.40832669429909,0.40832998440347,130.16479135903,A,纯债基金
5100,017500.OF,017500,兴业嘉辰一年定开债券发起式,兴业基金,"冯小波,雷志强",中长期纯债券型基金,4910232334.89,,,,,纯债基金
5103,017529.OF,017529,财通安益中短债债券A,财通基金,闫梦璇,短期纯债券型基金,251934280.63,0.6524004324335,1.3877846409785,100.22617916013,A,纯债基金
5128,017614.OF,017614,工银瑞福纯债债券F,工银瑞信,李娜,中长期纯债券型基金,23742070.29,0.66069775861107,0.65839850574071,100.86393114625,,纯债基金
5134,017671.OF,017671,普旭浦银安盛普旭3个月定开债券,浦银安盛基金,曹治国,中长期纯债券型基金,6580357333.23,1.9527657750067,1.9529873182785,124.10390908607,,纯债基金
5137,017681.OF,017681,建信睿安一年定期开放债券发起,建信基金,刘思,中长期纯债券型基金,510000000.0,,,,,纯债基金
5139,017687.OF,017687,永赢昭利债券A,永赢基金,杨凡颖,中长期纯债券型基金,2743043755.01,1.6337318333479,1.9421435825062,131.97949742828,A,纯债基金
5144,017695.OF,017695,招商添轩1年定开债,招商基金,刘万锋,中长期纯债券型基金,6660330783.26,3.1373814976958,3.1364138319738,112.30378299122,,纯债基金
5162,017777.OF,017777,工银开元利率债债券F,工银瑞信,张略钊,中长期纯债券型基金,1428409611.35,1.716453682084,1.7163507287211,100.05440324847,,纯债基金
5171,017812.OF,017812,华安鼎盈一年定开债发起式,华安基金,康钊,中长期纯债券型基金,5092034812.34,1.1690641681717,2.4270554138246,123.51645268289,,纯债基金
5194,018011.OF,018011,交银稳安90天持有期债券A,交银施罗德,姬静,中长期纯债券型基金,1949475064.89,1.2605483113624,2.4500500725465,116.35066685236,A,纯债基金
5204,018085.OF,018085,汇添富稳合4个月持有债券A,汇添富基金,胡娜,混合债券型基金(一级),720309133.45,0.54308387628211,2.1878156191758,108.09269333165,A,纯债基金
5221,018196.OF,018196,兴证全球恒远债券A,兴证全球基金,"邓娟,季伟杰",中长期纯债券型基金,5908410497.58,1.078582698195,1.1253951228593,139.1850728325,A,纯债基金
5229,018252.OF,018252,上银聚合益一年定开债券发起式,上银基金,楼昕宇,中长期纯债券型基金,5040810325.2,1.1196837269776,1.1180111467437,126.93098450885,,纯债基金
5232,018256.OF,018256,国寿安保安泰三个月定开债券,国寿安保基金,卢珊,中长期纯债券型基金,6999997953.03,,,,,纯债基金
5237,018275.OF,018275,蜂巢丰嘉债券A,蜂巢基金,"李海涛,彭朝阳",中长期纯债券型基金,3922404871.36,0.97772022514762,0.97778065960076,100.01308538146,A,纯债基金
5250,018407.OF,018407,博时富耀一年定开债发起式,博时基金,"魏桢,李更,李汉楠",混合债券型基金(一级),2009999900.0,,,,,纯债基金
5271,018559.OF,018559,广发景佳纯债,广发基金,赵子良,中长期纯债券型基金,210017261.0,,,,,纯债基金
5275,018584.OF,018584,浦银安盛普兴3个月定开债券,浦银安盛基金,"李羿,陶祺",中长期纯债券型基金,7990008096.87,,,,,纯债基金
5285,018666.OF,018666,鹏扬利沣短债D,鹏扬基金,陈钟闻,短期纯债券型基金,907975529.85,0.42683898754054,0.59251672234622,119.95817108088,,纯债基金
5310,040040.OF,040040,华安纯债债券A,华安基金,郑如熙,中长期纯债券型基金,4009834586.61,1.7500344180665,1.9602881440433,123.88029756882,A,纯债基金
5312,040045.OF,040045,华安添鑫中短债A,华安基金,"郑如熙,马晓璇",短期纯债券型基金,3521506426.77,0.87712959323589,1.2416327221538,113.18323839596,A,纯债基金
5318,050027.OF,050027,博时信用债纯债债券A,博时基金,张李陵,中长期纯债券型基金,14221786482.36,2.6467029649118,2.6463883759385,113.89137007408,A,纯债基金
5320,050106.OF,050106,博时稳定价值债券A,博时基金,"邓欣雨,罗霄,张李陵",混合债券型基金(一级),3385454789.46,4.9579804118412,4.9564044389703,124.05882954798,A,纯债基金
5327,070005.OF,070005,嘉实债券,嘉实基金,轩璇,混合债券型基金(一级),938590034.67,1.6948738152346,1.6946370059422,133.16037124978,,纯债基金
5332,070025.OF,070025,嘉实信用债券A,嘉实基金,"王立芹,赵国英",混合债券型基金(一级),3553410325.52,2.2030152176122,2.2038807521197,136.0144402826,A,纯债基金
5334,070037.OF,070037,嘉实纯债债券A,嘉实基金,轩璇,中长期纯债券型基金,5933972671.66,2.0486298303092,2.5875788124176,123.7383394148,A,纯债基金
5339,090021.OF,090021,大成月添利一个月滚动持有中短债债券A,大成基金,曾婷婷,短期纯债券型基金,27753282.43,1.0349358699154,1.0338783988897,115.03777634421,A,纯债基金
5344,100018.OF,100018,富国天利增长债券A,富国基金,黄纪亮,混合债券型基金(一级),14652494839.64,1.7039595805705,2.4394912581981,116.83938265718,A,纯债基金
5349,100058.OF,100058,富国产业债A,富国基金,"黄纪亮,武磊",混合债券型基金(一级),9017653142.91,0.96969853584503,1.7690701302479,133.95688875201,A,纯债基金
5350,100066.OF,100066,富国纯债债券发起式A/B,富国基金,"吕春杰,张洋",中长期纯债券型基金,4860187522.97,1.0685517324514,1.0683133856359,123.98883947316,AB,纯债基金
5352,100072.OF,100072,富国强回报定期开放债券A,富国基金,黄纪亮,中长期纯债券型基金,1190358322.85,1.5471220905196,1.5455138320288,135.94164230445,A,纯债基金
5360,110035.OF,110035,易方达双债增强债券A,易方达基金,"田鑫,王晓晨",混合债券型基金(一级),19139249516.6,2.8550924465099,6.23584371262,114.23458535935,A,纯债基金
5365,110051.OF,110051,易方达安和中短债债券A,易方达基金,梁莹,短期纯债券型基金,3156421235.71,1.5815114495734,1.580922289526,132.4879610037,A,纯债基金
5367,110053.OF,110053,易方达安源中短债债券A,易方达基金,李一硕,短期纯债券型基金,7351580094.46,0.90861657081021,0.90794511858756,137.54607367116,A,纯债基金
5375,160602.OF,160602,鹏华普天债券A,鹏华基金,刘涛,混合债券型基金(一级),3601308362.48,1.0243097689837,2.4692753291219,129.18109431891,A,纯债基金
5412,202103.OF,202103,南方多利增强债券A,南方基金,李璇,混合债券型基金(一级),6646000864.32,1.4874318085057,1.4868302746864,100.24981671563,A,纯债基金
5415,202108.OF,202108,南方润元纯债债券A/B,南方基金,金凌志,中长期纯债券型基金,2437647134.86,4.1144140762607,4.114239966861,127.5224163061,AB,纯债基金
5427,217003.OF,217003,招商安泰债券A,招商基金,刘万锋,混合债券型基金(一级),2753467339.32,6.149119038447,6.1469814940563,132.44561399594,A,纯债基金
5431,217022.OF,217022,招商产业债券A,招商基金,马龙,混合债券型基金(一级),18855871303.16,1.9480433900602,2.6408035118449,130.64770750207,A,纯债基金
5448,261001.OF,261001,景顺长城稳定收益债券A,景顺长城基金,"李训练,何江波",混合债券型基金(一级),205265327.86,0.059339418687152,0.059339418687152,100.10881669707,A,纯债基金
5455,270043.OF,270043,广发理财年年红债券,广发基金,吴迪,短期纯债券型基金,8061630601.78,0.33143081915729,0.61033613289523,171.93696824982,,纯债基金
5459,270048.OF,270048,广发纯债债券A,广发基金,宋倩倩,中长期纯债券型基金,14247154876.68,3.3441486437283,3.3431295655013,127.54514685422,A,纯债基金
