,thscode,ths_fund_code_fund,ths_fund_short_name_fund,ths_fund_supervisor_fund,ths_fund_manager_current_fund,ths_invest_type_second_classi_fund,ths_mergesize_fund,ths_found_years_fund
958,015255.OF,015255,农银金耀定开债券,农银汇理基金,王明君,中长期纯债券型基金,2759247533.81,0.89041095890411
959,015256.OF,015256,鹏华畅享债券A,鹏华基金,王石千,混合债券型基金(二级),58426587.66,1.0027397260274
960,015257.OF,015257,鹏华畅享债券C,鹏华基金,王石千,混合债券型基金(二级),58426587.66,1.0027397260274
961,015260.OF,015260,鹏华永鑫一年定开债券,鹏华基金,邓明明,中长期纯债券型基金,8119681197.51,0.90958904109589
962,015263.OF,015263,淳厚稳荣一年定开债发起,淳厚基金,"江文军,张蕊",中长期纯债券型基金,2985106037.8,1.3123287671233
963,015266.OF,015266,中邮睿泽一年持有债券A,中邮基金,姚艺,混合债券型基金(二级),48864411.66,1.4438356164384
964,015267.OF,015267,中邮睿泽一年持有债券C,中邮基金,姚艺,混合债券型基金(二级),48864411.66,1.4438356164384
965,015274.OF,015274,英大安益中短债A,英大基金,吕一楠,短期纯债券型基金,85236556.74,1.5260273972603
966,015275.OF,015275,英大安益中短债C,英大基金,吕一楠,短期纯债券型基金,85236556.74,1.5260273972603
967,015284.OF,015284,圆信永丰兴益三个月定开债,圆信永丰基金,"刘莎莎,康芳华",中长期纯债券型基金,707673898.09,1.041095890411
968,015301.OF,015301,博时双季乐六个月持有期债券A,博时基金,张李陵,中长期纯债券型基金,353433567.81,1.4602739726027
969,015302.OF,015302,博时双季乐六个月持有期债券C,博时基金,张李陵,中长期纯债券型基金,353433567.81,1.4602739726027
970,015307.OF,015307,华泰紫金智享一年定期开放债券发起,华泰(上海)资管,"刘鹏飞,李博良,赵骥",中长期纯债券型基金,3028127999.17,1.3890410958904
971,015312.OF,015312,国金及第中短债B,国金基金,徐艳芳,短期纯债券型基金,547309709.35,1.5232876712329
972,015315.OF,015315,富国汇享三个月定期开放债券A,富国基金,"吕春杰,李金柳,张洋",中长期纯债券型基金,2108458031.08,1.2328767123288
973,015316.OF,015316,富国汇享三个月定期开放债券C,富国基金,"张洋,吕春杰,李金柳",中长期纯债券型基金,2108458031.08,1.2328767123288
974,015323.OF,015323,广发集源债券E,广发基金,刘志辉,混合债券型基金(二级),7202050320.84,1.5561643835616
975,015330.OF,015330,财通资管睿达一年定开债券发起式,财通证券资管,周庆,混合债券型基金(一级),3021758123.86,1.3890410958904
976,015331.OF,015331,恒生前海恒利纯债A,恒生前海基金,吕程,中长期纯债券型基金,509514425.22,1.5041095890411
977,015332.OF,015332,恒生前海恒利纯债C,恒生前海基金,吕程,中长期纯债券型基金,509514425.22,1.5041095890411
978,015333.OF,015333,天弘合利债券发起A,天弘基金,尹粒宇,中长期纯债券型基金,1029473602.13,1.213698630137
979,015334.OF,015334,天弘合利债券发起C,天弘基金,尹粒宇,中长期纯债券型基金,1029473602.13,1.213698630137
980,015335.OF,015335,上银慧信利三个月定开债券,上银基金,蔡唯峰,中长期纯债券型基金,1026946005.94,1.1342465753425
981,015340.OF,015340,同泰中短债A,同泰基金,王小根,短期纯债券型基金,425411546.85,1.3095890410959
982,015341.OF,015341,同泰中短债C,同泰基金,王小根,短期纯债券型基金,425411546.85,1.3095890410959
983,015342.OF,015342,同泰中短债E,同泰基金,王小根,短期纯债券型基金,425411546.85,1.3095890410959
984,015349.OF,015349,招商招恒纯债D,招商基金,"王闯,欧阳倩蓉",中长期纯债券型基金,6707853963.22,1.0054794520548
985,015350.OF,015350,银河季季盈90天滚动持有短债A,银河基金,何晶,短期纯债券型基金,2729910.85,0.92876712328767
986,015351.OF,015351,银河季季盈90天滚动持有短债C,银河基金,何晶,短期纯债券型基金,2729910.85,0.92876712328767
987,015362.OF,015362,汇添富鑫裕一年定开债发起式A,汇添富基金,甘信宇,混合债券型基金(一级),4049028401.53,1.2602739726027
988,015363.OF,015363,汇添富鑫裕一年定开债发起式C,汇添富基金,甘信宇,混合债券型基金(一级),4049028401.53,1.2602739726027
989,015370.OF,015370,华泰柏瑞季季红债券C,华泰柏瑞基金,罗远航,中长期纯债券型基金,6403635103.56,1.5561643835616
990,015371.OF,015371,中加聚享增盈债券A,中加基金,"钟伟,闫沛贤",混合债券型基金(二级),105383745.29,1.4054794520548
991,015372.OF,015372,中加聚享增盈债券C,中加基金,"钟伟,闫沛贤",混合债券型基金(二级),105383745.29,1.4054794520548
992,015375.OF,015375,泰信汇鑫三个月定开债券A,泰信基金,张安格,中长期纯债券型基金,5205465.41,0.93424657534247
993,015376.OF,015376,泰信汇鑫三个月定开债券C,泰信基金,张安格,中长期纯债券型基金,5205465.41,0.93424657534247
994,015393.OF,015393,泰康安泓纯债一年定开债券,泰康基金,"任慧娟,吴斯泓",中长期纯债券型基金,1813622514.34,1.027397260274
995,015397.OF,015397,博时富鸿金融债3个月定开债,博时基金,"黄海峰,胥艺",中长期纯债券型基金,3472837393.95,1.3479452054795
996,015399.OF,015399,格林泓丰一年定开债券发起式,格林基金,杜钧天,中长期纯债券型基金,10112103.03,1.2602739726027
997,015402.OF,015402,长江丰瑞3个月持有债券型A,长江资管,漆志伟,混合债券型基金(一级),259864797.77,1.4246575342466
998,015403.OF,015403,长江丰瑞3个月持有债券型C,长江资管,漆志伟,混合债券型基金(一级),259864797.77,1.4246575342466
999,015404.OF,015404,嘉实90天滚动持有短债A,嘉实基金,李曈,短期纯债券型基金,1529228154.0,1.2876712328767
0,015405.OF,015405,嘉实90天滚动持有短债C,嘉实基金,李曈,短期纯债券型基金,1529228154.0,1.2876712328767
1,015410.OF,015410,中信建投景安债券A,中信建投基金,许健,中长期纯债券型基金,1626191289.41,1.4465753424658
2,015411.OF,015411,中信建投景安债券C,中信建投基金,许健,中长期纯债券型基金,1626191289.41,1.4465753424658
3,015414.OF,015414,华宝宝隆债券A,华宝基金,"王慧,徐锬",中长期纯债券型基金,511389577.63,0.85205479452055
4,015415.OF,015415,华宝宝隆债券C,华宝基金,"徐锬,王慧",中长期纯债券型基金,511389577.63,0.85205479452055
5,015423.OF,015423,浦银安盛普裕一年定开债券,浦银安盛基金,章潇枫,中长期纯债券型基金,2657979334.38,1.5178082191781
6,015426.OF,015426,东吴月月享30天持有期短债债券A,东吴基金,"侯慧娣,王明欣",短期纯债券型基金,143984535.54,1.4301369863014
7,015427.OF,015427,东吴月月享30天持有期短债债券C,东吴基金,"侯慧娣,王明欣",短期纯债券型基金,143984535.54,1.4301369863014
8,015431.OF,015431,申万菱信兴利债券A,申万菱信基金,沈科,混合债券型基金(二级),9388270.32,1.3315068493151
9,015432.OF,015432,申万菱信兴利债券C,申万菱信基金,沈科,混合债券型基金(二级),9388270.32,1.3315068493151
10,015437.OF,015437,太平安元债券A,太平基金,"陈晓,甘源",混合债券型基金(二级),123642234.48,1.4054794520548
11,015438.OF,015438,中银荣享债券,中银基金,"王妍,高志刚",中长期纯债券型基金,2802469943.72,1.3506849315068
12,015439.OF,015439,长盛安逸纯债债券E,长盛基金,王贵君,中长期纯债券型基金,9526597070.48,1.5369863013699
13,015445.OF,015445,申万菱信绿色纯债债券型发起式A,申万菱信基金,"翟振,沈科",中长期纯债券型基金,10119622.66,1.0849315068493
14,015446.OF,015446,申万菱信绿色纯债债券型发起式C,申万菱信基金,"沈科,翟振",中长期纯债券型基金,10119622.66,1.0849315068493
15,015447.OF,015447,安信华享纯债A,安信基金,"张睿,宛晴",中长期纯债券型基金,1107127051.75,0.85479452054795
16,015448.OF,015448,安信华享纯债C,安信基金,"宛晴,张睿",中长期纯债券型基金,1107127051.75,0.85479452054795
17,015449.OF,015449,太平安元债券C,太平基金,"陈晓,甘源",混合债券型基金(二级),123642234.48,1.4054794520548
18,015451.OF,015451,兴华安丰纯债A,兴华基金,吕智卓,中长期纯债券型基金,1232400605.19,1.4602739726027
19,015452.OF,015452,兴华安丰纯债C,兴华基金,吕智卓,中长期纯债券型基金,1232400605.19,1.4602739726027
20,015464.OF,015464,兴证全球兴益债券A,兴证全球基金,虞淼,混合债券型基金(二级),987536209.24,1.1369863013699
21,015465.OF,015465,兴证全球兴益债券C,兴证全球基金,虞淼,混合债券型基金(二级),987536209.24,1.1369863013699
22,015469.OF,015469,永赢湖北国企债一年定开发起,永赢基金,"杨凡颖,余国豪",中长期纯债券型基金,1673841666.13,1.0630136986301
23,015470.OF,015470,华安添锦债券,华安基金,"魏媛媛,邹维娜",中长期纯债券型基金,10072254.45,1.2931506849315
24,015471.OF,015471,万家鑫橙纯债债券A,万家基金,"周潜玮,石东",中长期纯债券型基金,2125351444.92,1.427397260274
25,015472.OF,015472,万家鑫橙纯债债券C,万家基金,"石东,周潜玮",中长期纯债券型基金,2125351444.92,1.427397260274
26,015473.OF,015473,工银瑞恒3个月定开债券A,工银瑞信,王朔,中长期纯债券型基金,1417221336.77,1.4465753424658
27,015474.OF,015474,工银瑞恒3个月定开债券C,工银瑞信,王朔,中长期纯债券型基金,1417221336.77,1.4465753424658
28,015476.OF,015476,广发景阳纯债,广发基金,方抗,中长期纯债券型基金,3138996707.55,1.0849315068493
29,015477.OF,015477,国联融盛双盈债券A,国联基金,"钱文成,潘巍",混合债券型基金(二级),178097630.37,1.0821917808219
30,015478.OF,015478,国联融盛双盈债券C,国联基金,"钱文成,潘巍",混合债券型基金(二级),178097630.37,1.0821917808219
31,015479.OF,015479,国联益泓90天滚动持有债券A,国联基金,潘巍,混合债券型基金(一级),137802983.52,1.2767123287671
32,015480.OF,015480,国联益泓90天滚动持有债券C,国联基金,潘巍,混合债券型基金(一级),137802983.52,1.2767123287671
33,015482.OF,015482,汇安裕泰纯债债券A,汇安基金,金鸿峰,中长期纯债券型基金,20246084.72,0.89315068493151
34,015483.OF,015483,汇安裕泰纯债债券C,汇安基金,金鸿峰,中长期纯债券型基金,20246084.72,0.89315068493151
35,015487.OF,015487,蜂巢丰泰三个月定开债券A,蜂巢基金,李海涛,混合债券型基金(一级),1592118540.97,0.90684931506849
36,015488.OF,015488,蜂巢丰泰三个月定开债券C,蜂巢基金,李海涛,混合债券型基金(一级),1592118540.97,0.90684931506849
37,015489.OF,015489,申万菱信稳鑫30天滚动持有短债债券A,申万菱信基金,唐俊杰,短期纯债券型基金,22667565.38,1.4438356164384
38,015490.OF,015490,申万菱信稳鑫30天滚动持有短债债券C,申万菱信基金,唐俊杰,短期纯债券型基金,22667565.38,1.4438356164384
39,015492.OF,015492,中航瑞发3个月定开债A,中航基金,"汪术勤,茅勇峰",中长期纯债券型基金,2046548281.25,1.0602739726027
40,015493.OF,015493,中航瑞发3个月定开债C,中航基金,"汪术勤,茅勇峰",中长期纯债券型基金,2046548281.25,1.0602739726027
41,015494.OF,015494,尚正臻惠一年定开债券发起式,尚正基金,段吉华,中长期纯债券型基金,1531067670.9,0.82739726027397
42,015499.OF,015499,东海祥苏短债E,东海基金,"张浩硕,邢烨",短期纯债券型基金,2404242290.13,1.4712328767123
43,015500.OF,015500,山西证券裕辰债券发起式,山西证券,蓝烨,混合债券型基金(一级),216476248.14,1.427397260274
44,015501.OF,015501,中银恒嘉60天滚动持有短债E,中银基金,"白洁,朱水媚",短期纯债券型基金,158365235.44,1.2602739726027
45,015502.OF,015502,中欧中短债债券发起A,中欧基金,王慧杰,短期纯债券型基金,700127212.2,1.4602739726027
46,015503.OF,015503,中欧中短债债券发起C,中欧基金,王慧杰,短期纯债券型基金,700127212.2,1.4602739726027
47,015516.OF,015516,建信鑫恒120天滚动持有中短债债券A,建信基金,"徐华婧,彭紫云",短期纯债券型基金,4343264082.8,1.3945205479452
48,015517.OF,015517,建信鑫恒120天滚动持有中短债债券C,建信基金,"徐华婧,彭紫云",短期纯债券型基金,4343264082.8,1.3945205479452
49,015523.OF,015523,华商鸿盛纯债债券,华商基金,胡中原,中长期纯债券型基金,2077877221.45,1.3917808219178
50,015524.OF,015524,天弘多元增利债券A,天弘基金,杜广,混合债券型基金(二级),418623136.47,1.0082191780822
51,015525.OF,015525,天弘多元增利债券C,天弘基金,杜广,混合债券型基金(二级),418623136.47,1.0082191780822
52,015529.OF,015529,华泰柏瑞锦瑞债券E,华泰柏瑞基金,"王烨斌,方纬",混合债券型基金(二级),29354858.38,0.84931506849315
53,015530.OF,015530,鹏华稳福中短债债券A,鹏华基金,"叶朝明,王康佳",短期纯债券型基金,250323594.07,0.91232876712329
54,015531.OF,015531,鹏华稳福中短债债券C,鹏华基金,"王康佳,叶朝明",短期纯债券型基金,250323594.07,0.91232876712329
55,015532.OF,015532,鹏华稳福中短债债券E,鹏华基金,"叶朝明,王康佳",短期纯债券型基金,250323594.07,0.91232876712329
56,015533.OF,015533,红塔红土瑞鑫纯债债券A,红塔基金,"吴秋松,陈纪靖",中长期纯债券型基金,510776798.91,0.85753424657534
57,015534.OF,015534,红塔红土瑞鑫纯债债券C,红塔基金,"陈纪靖,吴秋松",中长期纯债券型基金,510776798.91,0.85753424657534
58,015539.OF,015539,富国元利债券A,富国基金,"林剑平,钱伟华",混合债券型基金(二级),380553442.55,1.3342465753425
59,015540.OF,015540,富国元利债券C,富国基金,"林剑平,钱伟华",混合债券型基金(二级),380553442.55,1.3342465753425
60,015542.OF,015542,东兴兴福一年定开C,东兴基金,司马义买买提,混合债券型基金(一级),718815611.31,1.3561643835616
61,015543.OF,015543,百嘉百益债券A,百嘉基金,李泉,混合债券型基金(二级),200224025.44,0.94794520547945
62,015544.OF,015544,百嘉百益债券C,百嘉基金,李泉,混合债券型基金(二级),200224025.44,0.94794520547945
63,015551.OF,015551,宏利昇利一年定开债券发起式,宏利基金,高春梅,中长期纯债券型基金,527793475.05,1.4602739726027
64,015552.OF,015552,中加安盈一年定开债券发起,中加基金,于跃,中长期纯债券型基金,512930354.77,1.2794520547945
65,015563.OF,015563,天弘丰利债券(LOF)C,天弘基金,杜广,混合债券型基金(一级),1240948445.76,1.4602739726027
66,015569.OF,015569,招商招裕纯债D,招商基金,"康晶,王闯",中长期纯债券型基金,3875780472.38,1.0054794520548
67,015580.OF,015580,中金金誉债券,中金基金,闫雯雯,中长期纯债券型基金,502327595.73,1.3095890410959
68,015581.OF,015581,国寿安保泰然纯债债券,国寿安保基金,丁宇佳,中长期纯债券型基金,857660000.66,1.0602739726027
69,015583.OF,015583,招商安悦1年持有期债券A,招商基金,"马龙,王刚",混合债券型基金(二级),800297370.67,0.77808219178082
70,015584.OF,015584,招商安悦1年持有期债券C,招商基金,"王刚,马龙",混合债券型基金(二级),800297370.67,0.77808219178082
71,015590.OF,015590,长城聚利债券A,长城基金,魏建,中长期纯债券型基金,1536505804.46,0.84931506849315
